07/10 04:41:36 AM | 
07/10 06:11:23 AM | Epoch 0 LR 0.05
07/10 06:11:24 AM | Train: [  1/600] Step 000/071 Loss: 1.192 Recall: 0.412 FA: 93 F1: 0.388489
07/10 06:11:24 AM | [32 93 77 54]
07/10 06:11:44 AM | Train: [  1/600] Step 050/071 Loss: 0.549 Recall: 0.820 FA: 17 F1: 0.844444
07/10 06:11:44 AM | [100  17  25 114]
07/10 06:11:53 AM | Train: [  1/600] Step 071/071 Loss: 0.500 Recall: 0.719 FA: 3 F1: 0.793103
07/10 06:11:53 AM | [14  3  9 23]
07/10 06:11:53 AM | Train: [  1/600] Final Recall 85.9972% FA 1537 F1: 84.8433%
07/10 06:11:53 AM | [7497 1537 1287 7904]
07/10 06:11:53 AM | Valid: [  1/600] Step 000/061 Loss: 0.281 Recall: 0.762 FA: 25 F1: 0.516129
07/10 06:11:53 AM | [210  25   5  16]
07/10 06:11:59 AM | Valid: [  1/600] Final Recall 73.6308% FA 855 F1: 42.4313%
07/10 06:11:59 AM | [6332  855  130  363]
07/10 06:11:59 AM | Valid: Time Spent: 5.601587s
07/10 06:11:59 AM | [0.42431326709526596]
07/10 06:12:01 AM | Model size = 1.427 MB
07/10 06:12:01 AM | Epoch 0 LR 0.05
07/10 06:12:02 AM | Train: [  1/600] Step 000/071 Loss: 0.988 Recall: 0.667 FA: 60 F1: 0.622222
07/10 06:12:02 AM | [70 60 42 84]
07/10 06:12:23 AM | Train: [  1/600] Step 050/071 Loss: 0.577 Recall: 0.840 FA: 21 F1: 0.833333
07/10 06:12:23 AM | [116  21  19 100]
07/10 06:12:31 AM | Train: [  1/600] Step 071/071 Loss: 0.536 Recall: 0.885 FA: 3 F1: 0.884615
07/10 06:12:31 AM | [20  3  3 23]
07/10 06:12:31 AM | Train: [  1/600] Final Recall 85.2948% FA 1586 F1: 84.1696%
07/10 06:12:31 AM | [7513 1586 1342 7784]
07/10 06:12:32 AM | Valid: [  1/600] Step 000/061 Loss: 1.778 Recall: 1.000 FA: 86 F1: 0.188679
07/10 06:12:32 AM | [160  86   0  10]
07/10 06:12:37 AM | Valid: [  1/600] Final Recall 94.2553% FA 2289 F1: 27.6702%
07/10 06:12:37 AM | [4671 2289   27  443]
07/10 06:12:37 AM | Valid: Time Spent: 5.256354s
07/10 06:12:37 AM | [0.2767020612117427]
07/10 06:12:39 AM | Model size = 1.439 MB
07/10 06:12:39 AM | Epoch 0 LR 0.05
07/10 06:12:40 AM | Train: [  1/600] Step 000/071 Loss: 0.970 Recall: 0.566 FA: 57 F1: 0.556452
07/10 06:12:40 AM | [77 57 53 69]
07/10 06:13:00 AM | Train: [  1/600] Step 050/071 Loss: 0.532 Recall: 0.859 FA: 19 F1: 0.856031
07/10 06:13:00 AM | [109  19  18 110]
07/10 06:13:08 AM | Train: [  1/600] Step 071/071 Loss: 0.488 Recall: 0.815 FA: 2 F1: 0.862745
07/10 06:13:08 AM | [20  2  5 22]
07/10 06:13:08 AM | Train: [  1/600] Final Recall 85.9743% FA 1484 F1: 85.0187%
07/10 06:13:08 AM | [7622 1484 1279 7840]
07/10 06:13:08 AM | Valid: [  1/600] Step 000/061 Loss: 0.320 Recall: 0.857 FA: 33 F1: 0.564706
07/10 06:13:08 AM | [195  33   4  24]
07/10 06:13:13 AM | Valid: [  1/600] Final Recall 82.5708% FA 964 F1: 42.0644%
07/10 06:13:13 AM | [6257  964   80  379]
07/10 06:13:13 AM | Valid: Time Spent: 4.412707s
07/10 06:13:13 AM | [0.42064372918978915]
07/10 06:13:15 AM | Model size = 1.438 MB
07/10 06:13:15 AM | Epoch 0 LR 0.05
07/10 06:13:16 AM | Train: [  1/600] Step 000/071 Loss: 1.028 Recall: 0.588 FA: 75 F1: 0.544170
07/10 06:13:16 AM | [50 75 54 77]
07/10 06:13:36 AM | Train: [  1/600] Step 050/071 Loss: 0.528 Recall: 0.891 FA: 17 F1: 0.884058
07/10 06:13:36 AM | [102  17  15 122]
07/10 06:13:45 AM | Train: [  1/600] Step 071/071 Loss: 0.492 Recall: 0.783 FA: 6 F1: 0.765957
07/10 06:13:45 AM | [20  6  5 18]
07/10 06:13:45 AM | Train: [  1/600] Final Recall 86.3587% FA 1481 F1: 85.2618%
07/10 06:13:45 AM | [7610 1481 1246 7888]
07/10 06:13:45 AM | Valid: [  1/600] Step 000/061 Loss: 1.066 Recall: 0.533 FA: 59 F1: 0.195122
07/10 06:13:45 AM | [182  59   7   8]
07/10 06:13:50 AM | Valid: [  1/600] Final Recall 44.5972% FA 1946 F1: 16.9277%
07/10 06:13:50 AM | [4975 1946  282  227]
07/10 06:13:50 AM | Valid: Time Spent: 5.035031s
07/10 06:13:50 AM | [0.16927665920954513]
07/10 06:13:54 AM | Model size = 1.241 MB
07/10 06:13:54 AM | Epoch 0 LR 0.05
07/10 06:13:55 AM | Train: [  1/600] Step 000/071 Loss: 1.022 Recall: 0.504 FA: 77 F1: 0.483755
07/10 06:13:55 AM | [46 77 66 67]
07/10 06:14:12 AM | Train: [  1/600] Step 050/071 Loss: 0.562 Recall: 0.828 FA: 9 F1: 0.874016
07/10 06:14:12 AM | [113   9  23 111]
07/10 06:14:19 AM | Train: [  1/600] Step 071/071 Loss: 0.511 Recall: 0.941 FA: 10 F1: 0.744186
07/10 06:14:19 AM | [22 10  1 16]
07/10 06:14:19 AM | Train: [  1/600] Final Recall 84.9099% FA 1517 F1: 84.3730%
07/10 06:14:19 AM | [7437 1517 1399 7872]
07/10 06:14:19 AM | Valid: [  1/600] Step 000/061 Loss: 0.482 Recall: 0.762 FA: 40 F1: 0.415584
07/10 06:14:19 AM | [195  40   5  16]
07/10 06:14:22 AM | Valid: [  1/600] Final Recall 79.0419% FA 1098 F1: 39.6992%
07/10 06:14:22 AM | [6081 1098  105  396]
07/10 06:14:22 AM | Valid: Time Spent: 3.627266s
07/10 06:14:22 AM | [0.39699248120300756]
07/10 06:14:24 AM | Model size = 1.712 MB
07/10 06:14:24 AM | Epoch 0 LR 0.05
07/10 06:14:26 AM | Train: [  1/600] Step 000/071 Loss: 0.950 Recall: 0.638 FA: 34 F1: 0.660714
07/10 06:14:26 AM | [106  34  42  74]
07/10 06:14:52 AM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.827 FA: 8 F1: 0.875000
07/10 06:14:52 AM | [121   8  22 105]
07/10 06:15:02 AM | Train: [  1/600] Step 071/071 Loss: 0.479 Recall: 0.840 FA: 5 F1: 0.823529
07/10 06:15:02 AM | [19  5  4 21]
07/10 06:15:02 AM | Train: [  1/600] Final Recall 85.9015% FA 1437 F1: 85.1652%
07/10 06:15:02 AM | [7709 1437 1280 7799]
07/10 06:15:02 AM | Valid: [  1/600] Step 000/061 Loss: 0.730 Recall: 0.933 FA: 91 F1: 0.233333
07/10 06:15:02 AM | [150  91   1  14]
07/10 06:15:09 AM | Valid: [  1/600] Final Recall 92.7195% FA 2219 F1: 27.7653%
07/10 06:15:09 AM | [4744 2219   34  433]
07/10 06:15:09 AM | Valid: Time Spent: 7.018775s
07/10 06:15:09 AM | [0.2776530939403655]
07/10 06:15:13 AM | Model size = 1.616 MB
07/10 06:15:13 AM | Epoch 0 LR 0.05
07/10 06:15:15 AM | Train: [  1/600] Step 000/071 Loss: 0.975 Recall: 0.500 FA: 59 F1: 0.518797
07/10 06:15:15 AM | [59 59 69 69]
07/10 06:15:39 AM | Train: [  1/600] Step 050/071 Loss: 0.544 Recall: 0.833 FA: 10 F1: 0.877193
07/10 06:15:39 AM | [ 96  10  25 125]
07/10 06:15:49 AM | Train: [  1/600] Step 071/071 Loss: 0.507 Recall: 0.783 FA: 2 F1: 0.837209
07/10 06:15:49 AM | [24  2  5 18]
07/10 06:15:49 AM | Train: [  1/600] Final Recall 84.5703% FA 1495 F1: 84.2367%
07/10 06:15:49 AM | [7514 1495 1422 7794]
07/10 06:15:50 AM | Valid: [  1/600] Step 000/061 Loss: 0.268 Recall: 0.917 FA: 43 F1: 0.333333
07/10 06:15:50 AM | [201  43   1  11]
07/10 06:15:55 AM | Valid: [  1/600] Final Recall 83.6978% FA 1167 F1: 40.2678%
07/10 06:15:55 AM | [6010 1167   82  421]
07/10 06:15:55 AM | Valid: Time Spent: 6.746608s
07/10 06:15:55 AM | [0.4026781444285031]
07/10 06:15:58 AM | Model size = 1.120 MB
07/10 06:15:58 AM | Epoch 0 LR 0.05
07/10 06:15:59 AM | Train: [  1/600] Step 000/071 Loss: 0.979 Recall: 0.609 FA: 56 F1: 0.604317
07/10 06:15:59 AM | [62 56 54 84]
07/10 06:16:12 AM | Train: [  1/600] Step 050/071 Loss: 0.577 Recall: 0.867 FA: 26 F1: 0.832000
07/10 06:16:12 AM | [110  26  16 104]
07/10 06:16:17 AM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 0.870 FA: 4 F1: 0.851064
07/10 06:16:17 AM | [22  4  3 20]
07/10 06:16:17 AM | Train: [  1/600] Final Recall 84.8796% FA 1505 F1: 84.2469%
07/10 06:16:17 AM | [7666 1505 1369 7685]
07/10 06:16:17 AM | Valid: [  1/600] Step 000/061 Loss: 0.327 Recall: 0.462 FA: 18 F1: 0.324324
07/10 06:16:17 AM | [225  18   7   6]
07/10 06:16:20 AM | Valid: [  1/600] Final Recall 54.7718% FA 507 F1: 42.1389%
07/10 06:16:20 AM | [6691  507  218  264]
07/10 06:16:20 AM | Valid: Time Spent: 3.019690s
07/10 06:16:20 AM | [0.4213886671987231]
07/10 06:16:23 AM | Model size = 1.519 MB
07/10 06:16:23 AM | Epoch 0 LR 0.05
07/10 06:16:24 AM | Train: [  1/600] Step 000/071 Loss: 1.000 Recall: 0.373 FA: 62 F1: 0.400000
07/10 06:16:24 AM | [68 62 79 47]
07/10 06:16:44 AM | Train: [  1/600] Step 050/071 Loss: 0.531 Recall: 0.945 FA: 25 F1: 0.883212
07/10 06:16:44 AM | [103  25   7 121]
07/10 06:16:52 AM | Train: [  1/600] Step 071/071 Loss: 0.502 Recall: 0.815 FA: 1 F1: 0.880000
07/10 06:16:52 AM | [21  1  5 22]
07/10 06:16:52 AM | Train: [  1/600] Final Recall 85.3507% FA 1551 F1: 84.4143%
07/10 06:16:52 AM | [7479 1551 1347 7848]
07/10 06:16:52 AM | Valid: [  1/600] Step 000/061 Loss: 0.634 Recall: 0.800 FA: 30 F1: 0.421053
07/10 06:16:52 AM | [211  30   3  12]
07/10 06:16:57 AM | Valid: [  1/600] Final Recall 63.9659% FA 741 F1: 39.7351%
07/10 06:16:57 AM | [6220  741  169  300]
07/10 06:16:57 AM | Valid: Time Spent: 5.190056s
07/10 06:16:57 AM | [0.3973509933774834]
07/10 06:16:59 AM | Model size = 1.461 MB
07/10 06:16:59 AM | Epoch 0 LR 0.05
07/10 06:17:01 AM | Train: [  1/600] Step 000/071 Loss: 0.946 Recall: 0.603 FA: 42 F1: 0.618644
07/10 06:17:01 AM | [93 42 48 73]
07/10 06:17:23 AM | Train: [  1/600] Step 050/071 Loss: 0.541 Recall: 0.944 FA: 29 F1: 0.866667
07/10 06:17:23 AM | [103  29   7 117]
07/10 06:17:32 AM | Train: [  1/600] Step 071/071 Loss: 0.503 Recall: 0.741 FA: 2 F1: 0.816327
07/10 06:17:32 AM | [20  2  7 20]
07/10 06:17:32 AM | Train: [  1/600] Final Recall 85.6783% FA 1502 F1: 84.7779%
07/10 06:17:32 AM | [7590 1502 1308 7825]
07/10 06:17:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.175 Recall: 0.235 FA: 6 F1: 0.296296
07/10 06:17:33 AM | [233   6  13   4]
07/10 06:17:37 AM | Valid: [  1/600] Final Recall 14.0000% FA 141 F1: 19.6906%
07/10 06:17:37 AM | [7039  141  430   70]
07/10 06:17:37 AM | Valid: Time Spent: 4.393976s
07/10 06:17:37 AM | [0.19690576652601968]
07/10 06:17:39 AM | Model size = 1.450 MB
07/10 06:17:39 AM | Epoch 0 LR 0.05
07/10 06:17:40 AM | Train: [  1/600] Step 000/071 Loss: 1.066 Recall: 0.470 FA: 88 F1: 0.423077
07/10 06:17:40 AM | [51 88 62 55]
07/10 06:18:00 AM | Train: [  1/600] Step 050/071 Loss: 0.560 Recall: 0.846 FA: 16 F1: 0.859375
07/10 06:18:00 AM | [110  16  20 110]
07/10 06:18:08 AM | Train: [  1/600] Step 071/071 Loss: 0.509 Recall: 0.957 FA: 4 F1: 0.897959
07/10 06:18:08 AM | [22  4  1 22]
07/10 06:18:08 AM | Train: [  1/600] Final Recall 85.7392% FA 1595 F1: 84.4074%
07/10 06:18:08 AM | [7472 1595 1306 7852]
07/10 06:18:09 AM | Valid: [  1/600] Step 000/061 Loss: 0.254 Recall: 0.895 FA: 26 F1: 0.548387
07/10 06:18:09 AM | [211  26   2  17]
07/10 06:18:14 AM | Valid: [  1/600] Final Recall 67.7355% FA 632 F1: 46.0177%
07/10 06:18:14 AM | [6299  632  161  338]
07/10 06:18:14 AM | Valid: Time Spent: 5.223275s
07/10 06:18:14 AM | [0.4601769911504424]
07/10 06:18:16 AM | Model size = 1.282 MB
07/10 06:18:16 AM | Epoch 0 LR 0.05
07/10 06:18:17 AM | Train: [  1/600] Step 000/071 Loss: 1.006 Recall: 0.488 FA: 35 F1: 0.555066
07/10 06:18:17 AM | [92 35 66 63]
07/10 06:18:36 AM | Train: [  1/600] Step 050/071 Loss: 0.601 Recall: 0.792 FA: 9 F1: 0.851240
07/10 06:18:36 AM | [117   9  27 103]
07/10 06:18:43 AM | Train: [  1/600] Step 071/071 Loss: 0.548 Recall: 0.833 FA: 3 F1: 0.851064
07/10 06:18:43 AM | [22  3  4 20]
07/10 06:18:43 AM | Train: [  1/600] Final Recall 84.0040% FA 1548 F1: 83.5767%
07/10 06:18:43 AM | [7581 1548 1455 7641]
07/10 06:18:43 AM | Valid: [  1/600] Step 000/061 Loss: 0.143 Recall: 0.000 FA: 1 F1: 0.000000
07/10 06:18:43 AM | [243   1  12   0]
07/10 06:18:47 AM | Valid: [  1/600] Final Recall 3.8055% FA 12 F1: 7.1571%
07/10 06:18:47 AM | [7195   12  455   18]
07/10 06:18:47 AM | Valid: Time Spent: 3.945955s
07/10 06:18:47 AM | [0.07157057654075547]
07/10 06:18:49 AM | Model size = 1.580 MB
07/10 06:18:49 AM | Epoch 0 LR 0.05
07/10 06:18:50 AM | Train: [  1/600] Step 000/071 Loss: 1.040 Recall: 0.500 FA: 74 F1: 0.491103
07/10 06:18:50 AM | [44 74 69 69]
07/10 06:19:14 AM | Train: [  1/600] Step 050/071 Loss: 0.529 Recall: 0.816 FA: 15 F1: 0.847328
07/10 06:19:14 AM | [105  15  25 111]
07/10 06:19:23 AM | Train: [  1/600] Step 071/071 Loss: 0.483 Recall: 0.815 FA: 1 F1: 0.880000
07/10 06:19:23 AM | [21  1  5 22]
07/10 06:19:23 AM | Train: [  1/600] Final Recall 86.8083% FA 1459 F1: 85.7173%
07/10 06:19:23 AM | [7495 1459 1223 8048]
07/10 06:19:23 AM | Valid: [  1/600] Step 000/061 Loss: 1.034 Recall: 0.947 FA: 102 F1: 0.258993
07/10 06:19:23 AM | [135 102   1  18]
07/10 06:19:29 AM | Valid: [  1/600] Final Recall 97.7459% FA 2854 F1: 24.9804%
07/10 06:19:29 AM | [4088 2854   11  477]
07/10 06:19:29 AM | Valid: Time Spent: 5.820139s
07/10 06:19:29 AM | [0.24980361351139044]
07/10 06:19:31 AM | Model size = 1.374 MB
07/10 06:19:31 AM | Epoch 0 LR 0.05
07/10 06:19:32 AM | Train: [  1/600] Step 000/071 Loss: 0.934 Recall: 0.630 FA: 37 F1: 0.661479
07/10 06:19:32 AM | [84 37 50 85]
07/10 06:19:52 AM | Train: [  1/600] Step 050/071 Loss: 0.660 Recall: 0.797 FA: 13 F1: 0.839506
07/10 06:19:52 AM | [115  13  26 102]
07/10 06:19:59 AM | Train: [  1/600] Step 071/071 Loss: 0.604 Recall: 0.818 FA: 2 F1: 0.857143
07/10 06:19:59 AM | [25  2  4 18]
07/10 06:19:59 AM | Train: [  1/600] Final Recall 83.1844% FA 1694 F1: 82.4115%
07/10 06:19:59 AM | [7468 1694 1524 7539]
07/10 06:19:59 AM | Valid: [  1/600] Step 000/061 Loss: 0.744 Recall: 0.000 FA: 11 F1: 0.000000
07/10 06:19:59 AM | [233  11  12   0]
07/10 06:20:05 AM | Valid: [  1/600] Final Recall 9.1684% FA 398 F1: 9.4505%
07/10 06:20:05 AM | [6813  398  426   43]
07/10 06:20:05 AM | Valid: Time Spent: 5.407091s
07/10 06:20:05 AM | [0.09450549450549452]
07/10 06:20:07 AM | Model size = 1.360 MB
07/10 06:20:07 AM | Epoch 0 LR 0.05
07/10 06:20:08 AM | Train: [  1/600] Step 000/071 Loss: 1.183 Recall: 0.421 FA: 100 F1: 0.375000
07/10 06:20:08 AM | [ 35 100  70  51]
07/10 06:20:27 AM | Train: [  1/600] Step 050/071 Loss: 0.664 Recall: 0.956 FA: 22 F1: 0.889796
07/10 06:20:27 AM | [120  22   5 109]
07/10 06:20:34 AM | Train: [  1/600] Step 071/071 Loss: 0.582 Recall: 0.880 FA: 3 F1: 0.880000
07/10 06:20:34 AM | [21  3  3 22]
07/10 06:20:34 AM | Train: [  1/600] Final Recall 83.7853% FA 1724 F1: 82.6957%
07/10 06:20:34 AM | [7355 1724 1483 7663]
07/10 06:20:34 AM | Valid: [  1/600] Step 000/061 Loss: 0.610 Recall: 0.667 FA: 39 F1: 0.347826
07/10 06:20:34 AM | [199  39   6  12]
07/10 06:20:40 AM | Valid: [  1/600] Final Recall 74.2455% FA 944 F1: 40.7735%
07/10 06:20:40 AM | [5989  944  128  369]
07/10 06:20:40 AM | Valid: Time Spent: 5.570617s
07/10 06:20:40 AM | [0.4077348066298343]
07/10 06:20:44 AM | Model size = 1.413 MB
07/10 06:20:44 AM | Epoch 0 LR 0.05
07/10 06:20:45 AM | Train: [  1/600] Step 000/071 Loss: 0.866 Recall: 0.719 FA: 33 F1: 0.721992
07/10 06:20:45 AM | [102  33  34  87]
07/10 06:21:03 AM | Train: [  1/600] Step 050/071 Loss: 0.541 Recall: 0.898 FA: 21 F1: 0.870229
07/10 06:21:03 AM | [108  21  13 114]
07/10 06:21:11 AM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.893 FA: 4 F1: 0.877193
07/10 06:21:11 AM | [17  4  3 25]
07/10 06:21:11 AM | Train: [  1/600] Final Recall 85.7892% FA 1501 F1: 84.8570%
07/10 06:21:11 AM | [7576 1501 1300 7848]
07/10 06:21:12 AM | Valid: [  1/600] Step 000/061 Loss: 0.437 Recall: 1.000 FA: 41 F1: 0.493827
07/10 06:21:12 AM | [195  41   0  20]
07/10 06:21:16 AM | Valid: [  1/600] Final Recall 95.9916% FA 1440 F1: 38.4128%
07/10 06:21:16 AM | [5766 1440   19  455]
07/10 06:21:16 AM | Valid: Time Spent: 4.283255s
07/10 06:21:16 AM | [0.3841283241874208]
07/10 06:21:18 AM | Model size = 1.495 MB
07/10 06:21:18 AM | Epoch 0 LR 0.05
07/10 06:21:19 AM | Train: [  1/600] Step 000/071 Loss: 1.063 Recall: 0.466 FA: 28 F1: 0.556054
07/10 06:21:19 AM | [95 28 71 62]
07/10 06:21:39 AM | Train: [  1/600] Step 050/071 Loss: 0.600 Recall: 0.843 FA: 10 F1: 0.877049
07/10 06:21:39 AM | [119  10  20 107]
07/10 06:21:48 AM | Train: [  1/600] Step 071/071 Loss: 0.545 Recall: 0.783 FA: 3 F1: 0.818182
07/10 06:21:48 AM | [23  3  5 18]
07/10 06:21:48 AM | Train: [  1/600] Final Recall 84.5446% FA 1724 F1: 83.1142%
07/10 06:21:48 AM | [7378 1724 1410 7713]
07/10 06:21:48 AM | Valid: [  1/600] Step 000/061 Loss: 0.699 Recall: 0.938 FA: 60 F1: 0.329670
07/10 06:21:48 AM | [180  60   1  15]
07/10 06:21:53 AM | Valid: [  1/600] Final Recall 86.3265% FA 1731 F1: 31.9970%
07/10 06:21:53 AM | [5209 1731   67  423]
07/10 06:21:53 AM | Valid: Time Spent: 5.235092s
07/10 06:21:53 AM | [0.3199697428139183]
07/10 06:21:56 AM | Model size = 1.484 MB
07/10 06:21:56 AM | Epoch 0 LR 0.05
07/10 06:21:57 AM | Train: [  1/600] Step 000/071 Loss: 0.929 Recall: 0.512 FA: 35 F1: 0.570136
07/10 06:21:57 AM | [98 35 60 63]
07/10 06:22:18 AM | Train: [  1/600] Step 050/071 Loss: 0.514 Recall: 0.848 FA: 17 F1: 0.854839
07/10 06:22:18 AM | [114  17  19 106]
07/10 06:22:27 AM | Train: [  1/600] Step 071/071 Loss: 0.477 Recall: 0.947 FA: 10 F1: 0.765957
07/10 06:22:27 AM | [20 10  1 18]
07/10 06:22:27 AM | Train: [  1/600] Final Recall 87.3790% FA 1427 F1: 86.1279%
07/10 06:22:27 AM | [7607 1427 1160 8031]
07/10 06:22:27 AM | Valid: [  1/600] Step 000/061 Loss: 0.266 Recall: 0.389 FA: 22 F1: 0.297872
07/10 06:22:27 AM | [216  22  11   7]
07/10 06:22:31 AM | Valid: [  1/600] Final Recall 54.9383% FA 542 F1: 41.2355%
07/10 06:22:31 AM | [6652  542  219  267]
07/10 06:22:31 AM | Valid: Time Spent: 4.666370s
07/10 06:22:31 AM | [0.4123552123552124]
07/10 06:22:34 AM | Model size = 1.412 MB
07/10 06:22:34 AM | Epoch 0 LR 0.05
07/10 06:22:35 AM | Train: [  1/600] Step 000/071 Loss: 1.064 Recall: 0.545 FA: 77 F1: 0.514085
07/10 06:22:35 AM | [45 77 61 73]
07/10 06:22:56 AM | Train: [  1/600] Step 050/071 Loss: 0.633 Recall: 0.933 FA: 41 F1: 0.801653
07/10 06:22:56 AM | [111  41   7  97]
07/10 06:23:04 AM | Train: [  1/600] Step 071/071 Loss: 0.584 Recall: 0.857 FA: 3 F1: 0.872727
07/10 06:23:04 AM | [18  3  4 24]
07/10 06:23:04 AM | Train: [  1/600] Final Recall 82.6904% FA 1725 F1: 82.0582%
07/10 06:23:04 AM | [7349 1725 1584 7567]
07/10 06:23:04 AM | Valid: [  1/600] Step 000/061 Loss: 0.282 Recall: 0.471 FA: 22 F1: 0.340426
07/10 06:23:04 AM | [217  22   9   8]
07/10 06:23:10 AM | Valid: [  1/600] Final Recall 41.0753% FA 551 F1: 31.6487%
07/10 06:23:10 AM | [6414  551  274  191]
07/10 06:23:10 AM | Valid: Time Spent: 5.509120s
07/10 06:23:10 AM | [0.3164871582435791]
07/10 06:23:12 AM | Model size = 1.377 MB
07/10 06:23:12 AM | Epoch 0 LR 0.05
07/10 06:23:13 AM | Train: [  1/600] Step 000/071 Loss: 0.950 Recall: 0.625 FA: 40 F1: 0.645161
07/10 06:23:13 AM | [88 40 48 80]
07/10 06:23:32 AM | Train: [  1/600] Step 050/071 Loss: 0.534 Recall: 0.841 FA: 18 F1: 0.850575
07/10 06:23:32 AM | [106  18  21 111]
07/10 06:23:40 AM | Train: [  1/600] Step 071/071 Loss: 0.502 Recall: 0.900 FA: 1 F1: 0.931034
07/10 06:23:40 AM | [18  1  3 27]
07/10 06:23:40 AM | Train: [  1/600] Final Recall 86.5908% FA 1543 F1: 85.1781%
07/10 06:23:40 AM | [7457 1543 1237 7988]
07/10 06:23:40 AM | Valid: [  1/600] Step 000/061 Loss: 1.051 Recall: 1.000 FA: 102 F1: 0.135593
07/10 06:23:40 AM | [146 102   0   8]
07/10 06:23:44 AM | Valid: [  1/600] Final Recall 97.3523% FA 3042 F1: 23.8345%
07/10 06:23:44 AM | [4147 3042   13  478]
07/10 06:23:44 AM | Valid: Time Spent: 3.918692s
07/10 06:23:44 AM | [0.23834455248067812]
07/10 06:23:46 AM | Model size = 1.279 MB
07/10 06:23:46 AM | Epoch 0 LR 0.05
07/10 06:23:47 AM | Train: [  1/600] Step 000/071 Loss: 0.940 Recall: 0.779 FA: 44 F1: 0.727969
07/10 06:23:47 AM | [90 44 27 95]
07/10 06:24:04 AM | Train: [  1/600] Step 050/071 Loss: 0.583 Recall: 0.874 FA: 12 F1: 0.888000
07/10 06:24:04 AM | [117  12  16 111]
07/10 06:24:10 AM | Train: [  1/600] Step 071/071 Loss: 0.555 Recall: 0.950 FA: 3 F1: 0.904762
07/10 06:24:10 AM | [26  3  1 19]
07/10 06:24:10 AM | Train: [  1/600] Final Recall 84.5442% FA 1521 F1: 84.0771%
07/10 06:24:10 AM | [7523 1521 1419 7762]
07/10 06:24:11 AM | Valid: [  1/600] Step 000/061 Loss: 0.546 Recall: 0.769 FA: 45 F1: 0.294118
07/10 06:24:11 AM | [198  45   3  10]
07/10 06:24:15 AM | Valid: [  1/600] Final Recall 83.3002% FA 1270 F1: 38.2299%
07/10 06:24:15 AM | [5657 1270   84  419]
07/10 06:24:15 AM | Valid: Time Spent: 4.430863s
07/10 06:24:15 AM | [0.3822992700729927]
07/10 06:24:17 AM | Model size = 1.228 MB
07/10 06:24:17 AM | Epoch 0 LR 0.05
07/10 06:24:18 AM | Train: [  1/600] Step 000/071 Loss: 0.893 Recall: 0.659 FA: 33 F1: 0.694656
07/10 06:24:18 AM | [85 33 47 91]
07/10 06:24:33 AM | Train: [  1/600] Step 050/071 Loss: 0.644 Recall: 0.862 FA: 9 F1: 0.890756
07/10 06:24:33 AM | [124   9  17 106]
07/10 06:24:39 AM | Train: [  1/600] Step 071/071 Loss: 0.598 Recall: 0.963 FA: 5 F1: 0.896552
07/10 06:24:39 AM | [17  5  1 26]
07/10 06:24:39 AM | Train: [  1/600] Final Recall 84.7320% FA 1650 F1: 83.4303%
07/10 06:24:39 AM | [7602 1650 1370 7603]
07/10 06:24:39 AM | Valid: [  1/600] Step 000/061 Loss: 0.687 Recall: 0.692 FA: 48 F1: 0.257143
07/10 06:24:39 AM | [195  48   4   9]
07/10 06:24:43 AM | Valid: [  1/600] Final Recall 81.1321% FA 1628 F1: 31.0594%
07/10 06:24:43 AM | [5575 1628   90  387]
07/10 06:24:43 AM | Valid: Time Spent: 3.777206s
07/10 06:24:43 AM | [0.31059390048154095]
07/10 06:24:45 AM | Model size = 1.244 MB
07/10 06:24:45 AM | Epoch 0 LR 0.05
07/10 06:24:46 AM | Train: [  1/600] Step 000/071 Loss: 1.438 Recall: 0.510 FA: 84 F1: 0.486667
07/10 06:24:46 AM | [29 84 70 73]
07/10 06:25:04 AM | Train: [  1/600] Step 050/071 Loss: 0.588 Recall: 0.906 FA: 10 F1: 0.913386
07/10 06:25:04 AM | [118  10  12 116]
07/10 06:25:11 AM | Train: [  1/600] Step 071/071 Loss: 0.535 Recall: 0.955 FA: 6 F1: 0.857143
07/10 06:25:11 AM | [21  6  1 21]
07/10 06:25:11 AM | Train: [  1/600] Final Recall 85.8404% FA 1610 F1: 84.4097%
07/10 06:25:11 AM | [7441 1610 1299 7875]
07/10 06:25:11 AM | Valid: [  1/600] Step 000/061 Loss: 1.385 Recall: 0.765 FA: 46 F1: 0.342105
07/10 06:25:11 AM | [193  46   4  13]
07/10 06:25:15 AM | Valid: [  1/600] Final Recall 74.8971% FA 1068 F1: 37.9562%
07/10 06:25:15 AM | [5876 1068  122  364]
07/10 06:25:15 AM | Valid: Time Spent: 4.709151s
07/10 06:25:15 AM | [0.3795620437956205]
07/10 06:25:18 AM | Model size = 1.339 MB
07/10 06:25:18 AM | Epoch 0 LR 0.05
07/10 06:25:19 AM | Train: [  1/600] Step 000/071 Loss: 1.028 Recall: 0.423 FA: 74 F1: 0.417671
07/10 06:25:19 AM | [59 74 71 52]
07/10 06:25:37 AM | Train: [  1/600] Step 050/071 Loss: 0.626 Recall: 0.891 FA: 16 F1: 0.883721
07/10 06:25:37 AM | [112  16  14 114]
