07/10 12:48:38 AM | 
07/10 02:20:33 AM | [0.41036414565826335]
07/10 02:20:35 AM | Model size = 1.364 MB
07/10 02:20:35 AM | Epoch 0 LR 0.05
07/10 02:20:36 AM | Train: [  1/600] Step 000/071 Loss: 1.246 Recall: 0.425 FA: 100 F1: 0.384342
07/10 02:20:36 AM | [ 29 100  73  54]
07/10 02:20:55 AM | Train: [  1/600] Step 050/071 Loss: 0.618 Recall: 0.964 FA: 30 F1: 0.862903
07/10 02:20:55 AM | [115  30   4 107]
07/10 02:21:02 AM | Train: [  1/600] Step 071/071 Loss: 0.563 Recall: 0.840 FA: 2 F1: 0.875000
07/10 02:21:02 AM | [22  2  4 21]
07/10 02:21:03 AM | Train: [  1/600] Final Recall 83.9056% FA 1654 F1: 82.9819%
07/10 02:21:03 AM | [7543 1654 1453 7575]
07/10 02:21:03 AM | Valid: [  1/600] Step 000/061 Loss: 0.731 Recall: 0.786 FA: 50 F1: 0.293333
07/10 02:21:03 AM | [192  50   3  11]
07/10 02:21:07 AM | Valid: [  1/600] Final Recall 87.9760% FA 1839 F1: 31.6169%
07/10 02:21:07 AM | [5342 1839   60  439]
07/10 02:21:07 AM | Valid: Time Spent: 4.360018s
07/10 02:21:07 AM | [0.31616852718761246]
07/10 02:21:09 AM | Model size = 1.284 MB
07/10 02:21:09 AM | Epoch 0 LR 0.05
07/10 02:21:10 AM | Train: [  1/600] Step 000/071 Loss: 1.196 Recall: 0.367 FA: 96 F1: 0.346863
07/10 02:21:10 AM | [32 96 81 47]
07/10 02:21:28 AM | Train: [  1/600] Step 050/071 Loss: 0.662 Recall: 0.860 FA: 7 F1: 0.901099
07/10 02:21:28 AM | [106   7  20 123]
07/10 02:21:35 AM | Train: [  1/600] Step 071/071 Loss: 0.586 Recall: 0.762 FA: 4 F1: 0.780488
07/10 02:21:35 AM | [24  4  5 16]
07/10 02:21:35 AM | Train: [  1/600] Final Recall 82.6879% FA 1649 F1: 82.4092%
07/10 02:21:35 AM | [7409 1649 1587 7580]
07/10 02:21:35 AM | Valid: [  1/600] Step 000/061 Loss: 0.425 Recall: 0.913 FA: 48 F1: 0.456522
07/10 02:21:35 AM | [185  48   2  21]
07/10 02:21:40 AM | Valid: [  1/600] Final Recall 92.3077% FA 1373 F1: 38.0114%
07/10 02:21:40 AM | [5589 1373   36  432]
07/10 02:21:40 AM | Valid: Time Spent: 4.592297s
07/10 02:21:40 AM | [0.3801143862736472]
07/10 02:21:42 AM | Model size = 1.426 MB
07/10 02:21:42 AM | Epoch 0 LR 0.05
07/10 02:21:43 AM | Train: [  1/600] Step 000/071 Loss: 0.995 Recall: 0.438 FA: 63 F1: 0.456000
07/10 02:21:43 AM | [63 63 73 57]
07/10 02:22:03 AM | Train: [  1/600] Step 050/071 Loss: 0.609 Recall: 0.942 FA: 27 F1: 0.870229
07/10 02:22:03 AM | [108  27   7 114]
07/10 02:22:10 AM | Train: [  1/600] Step 071/071 Loss: 0.555 Recall: 0.786 FA: 3 F1: 0.830189
07/10 02:22:10 AM | [18  3  6 22]
07/10 02:22:10 AM | Train: [  1/600] Final Recall 84.2250% FA 1761 F1: 82.7642%
07/10 02:22:10 AM | [7342 1761 1439 7683]
07/10 02:22:11 AM | Valid: [  1/600] Step 000/061 Loss: 0.453 Recall: 0.409 FA: 9 F1: 0.450000
07/10 02:22:11 AM | [225   9  13   9]
07/10 02:22:15 AM | Valid: [  1/600] Final Recall 33.2143% FA 263 F1: 36.8682%
07/10 02:22:15 AM | [6857  263  374  186]
07/10 02:22:15 AM | Valid: Time Spent: 4.767150s
07/10 02:22:15 AM | [0.3686818632309217]
07/10 02:22:17 AM | Model size = 1.215 MB
07/10 02:22:17 AM | Epoch 0 LR 0.05
07/10 02:22:18 AM | Train: [  1/600] Step 000/071 Loss: 0.924 Recall: 0.480 FA: 32 F1: 0.551402
07/10 02:22:18 AM | [101  32  64  59]
07/10 02:22:35 AM | Train: [  1/600] Step 050/071 Loss: 0.558 Recall: 0.896 FA: 20 F1: 0.871595
07/10 02:22:35 AM | [111  20  13 112]
07/10 02:22:42 AM | Train: [  1/600] Step 071/071 Loss: 0.502 Recall: 0.909 FA: 3 F1: 0.888889
07/10 02:22:42 AM | [24  3  2 20]
07/10 02:22:42 AM | Train: [  1/600] Final Recall 85.2483% FA 1416 F1: 84.8186%
07/10 02:22:42 AM | [7827 1416 1325 7657]
07/10 02:22:42 AM | Valid: [  1/600] Step 000/061 Loss: 0.361 Recall: 0.727 FA: 23 F1: 0.380952
07/10 02:22:42 AM | [222  23   3   8]
07/10 02:22:46 AM | Valid: [  1/600] Final Recall 69.7561% FA 730 F1: 40.1122%
07/10 02:22:46 AM | [6290  730  124  286]
07/10 02:22:46 AM | Valid: Time Spent: 3.627799s
07/10 02:22:46 AM | [0.40112201963534366]
07/10 02:22:48 AM | Model size = 1.236 MB
07/10 02:22:48 AM | Epoch 0 LR 0.05
07/10 02:22:49 AM | Train: [  1/600] Step 000/071 Loss: 1.004 Recall: 0.540 FA: 66 F1: 0.534296
07/10 02:22:49 AM | [53 66 63 74]
07/10 02:23:06 AM | Train: [  1/600] Step 050/071 Loss: 0.526 Recall: 0.833 FA: 6 F1: 0.887097
07/10 02:23:06 AM | [118   6  22 110]
07/10 02:23:13 AM | Train: [  1/600] Step 071/071 Loss: 0.482 Recall: 0.864 FA: 3 F1: 0.863636
07/10 02:23:13 AM | [24  3  3 19]
07/10 02:23:13 AM | Train: [  1/600] Final Recall 86.9362% FA 1485 F1: 85.6024%
07/10 02:23:13 AM | [7562 1485 1199 7979]
07/10 02:23:14 AM | Valid: [  1/600] Step 000/061 Loss: 0.650 Recall: 0.955 FA: 53 F1: 0.437500
07/10 02:23:14 AM | [181  53   1  21]
07/10 02:23:18 AM | Valid: [  1/600] Final Recall 90.9091% FA 1694 F1: 35.0615%
07/10 02:23:18 AM | [5469 1694   47  470]
07/10 02:23:18 AM | Valid: Time Spent: 5.231743s
07/10 02:23:18 AM | [0.350615441999254]
07/10 02:23:22 AM | Model size = 1.432 MB
07/10 02:23:22 AM | Epoch 0 LR 0.05
07/10 02:23:23 AM | Train: [  1/600] Step 000/071 Loss: 1.085 Recall: 0.398 FA: 95 F1: 0.367041
07/10 02:23:23 AM | [38 95 74 49]
07/10 02:23:44 AM | Train: [  1/600] Step 050/071 Loss: 0.520 Recall: 0.975 FA: 30 F1: 0.878229
07/10 02:23:44 AM | [104  30   3 119]
07/10 02:23:52 AM | Train: [  1/600] Step 071/071 Loss: 0.474 Recall: 0.727 FA: 2 F1: 0.800000
07/10 02:23:52 AM | [25  2  6 16]
07/10 02:23:52 AM | Train: [  1/600] Final Recall 86.1734% FA 1522 F1: 84.9075%
07/10 02:23:52 AM | [7648 1522 1252 7803]
07/10 02:23:52 AM | Valid: [  1/600] Step 000/061 Loss: 0.837 Recall: 0.938 FA: 68 F1: 0.303030
07/10 02:23:52 AM | [172  68   1  15]
07/10 02:23:57 AM | Valid: [  1/600] Final Recall 85.3503% FA 1782 F1: 30.2825%
07/10 02:23:57 AM | [5427 1782   69  402]
07/10 02:23:57 AM | Valid: Time Spent: 4.622253s
07/10 02:23:57 AM | [0.30282485875706217]
07/10 02:24:00 AM | Model size = 1.348 MB
07/10 02:24:00 AM | Epoch 0 LR 0.05
07/10 02:24:02 AM | Train: [  1/600] Step 000/071 Loss: 1.175 Recall: 0.424 FA: 105 F1: 0.374558
07/10 02:24:02 AM | [ 26 105  72  53]
07/10 02:24:21 AM | Train: [  1/600] Step 050/071 Loss: 0.600 Recall: 0.792 FA: 14 F1: 0.829694
07/10 02:24:21 AM | [122  14  25  95]
07/10 02:24:28 AM | Train: [  1/600] Step 071/071 Loss: 0.539 Recall: 0.889 FA: 1 F1: 0.923077
07/10 02:24:28 AM | [21  1  3 24]
07/10 02:24:28 AM | Train: [  1/600] Final Recall 84.5592% FA 1644 F1: 83.4152%
07/10 02:24:28 AM | [7540 1644 1396 7645]
07/10 02:24:29 AM | Valid: [  1/600] Step 000/061 Loss: 0.610 Recall: 1.000 FA: 88 F1: 0.228070
07/10 02:24:29 AM | [155  88   0  13]
07/10 02:24:33 AM | Valid: [  1/600] Final Recall 98.6900% FA 2339 F1: 27.8239%
07/10 02:24:33 AM | [4633 2339    6  452]
07/10 02:24:33 AM | Valid: Time Spent: 5.066214s
07/10 02:24:33 AM | [0.2782394582948599]
07/10 02:24:35 AM | Model size = 1.366 MB
07/10 02:24:35 AM | Epoch 0 LR 0.05
07/10 02:24:36 AM | Train: [  1/600] Step 000/071 Loss: 0.976 Recall: 0.513 FA: 42 F1: 0.549550
07/10 02:24:36 AM | [95 42 58 61]
07/10 02:24:54 AM | Train: [  1/600] Step 050/071 Loss: 0.621 Recall: 0.773 FA: 3 F1: 0.861660
07/10 02:24:54 AM | [112   3  32 109]
07/10 02:25:02 AM | Train: [  1/600] Step 071/071 Loss: 0.564 Recall: 0.920 FA: 3 F1: 0.901961
07/10 02:25:02 AM | [21  3  2 23]
07/10 02:25:02 AM | Train: [  1/600] Final Recall 84.4657% FA 1681 F1: 83.3244%
07/10 02:25:02 AM | [7345 1681 1429 7770]
07/10 02:25:02 AM | Valid: [  1/600] Step 000/061 Loss: 0.701 Recall: 0.800 FA: 75 F1: 0.172043
07/10 02:25:02 AM | [171  75   2   8]
07/10 02:25:06 AM | Valid: [  1/600] Final Recall 94.3888% FA 2301 F1: 28.7985%
07/10 02:25:06 AM | [4880 2301   28  471]
07/10 02:25:06 AM | Valid: Time Spent: 3.967247s
07/10 02:25:06 AM | [0.28798532558850504]
07/10 02:25:08 AM | Model size = 1.098 MB
07/10 02:25:08 AM | Epoch 0 LR 0.05
07/10 02:25:09 AM | Train: [  1/600] Step 000/071 Loss: 1.042 Recall: 0.535 FA: 89 F1: 0.462121
07/10 02:25:09 AM | [53 89 53 61]
07/10 02:25:23 AM | Train: [  1/600] Step 050/071 Loss: 0.657 Recall: 0.914 FA: 18 F1: 0.895105
07/10 02:25:23 AM | [ 98  18  12 128]
07/10 02:25:29 AM | Train: [  1/600] Step 071/071 Loss: 0.582 Recall: 0.767 FA: 3 F1: 0.821429
07/10 02:25:29 AM | [16  3  7 23]
07/10 02:25:30 AM | Train: [  1/600] Final Recall 84.2300% FA 1609 F1: 83.4980%
07/10 02:25:30 AM | [7434 1609 1448 7734]
07/10 02:25:30 AM | Valid: [  1/600] Step 000/061 Loss: 0.504 Recall: 0.600 FA: 49 F1: 0.184615
07/10 02:25:30 AM | [197  49   4   6]
07/10 02:25:34 AM | Valid: [  1/600] Final Recall 78.4708% FA 1174 F1: 37.8457%
07/10 02:25:34 AM | [5759 1174  107  390]
07/10 02:25:34 AM | Valid: Time Spent: 4.295704s
07/10 02:25:34 AM | [0.3784570596797671]
07/10 02:25:36 AM | Model size = 1.274 MB
07/10 02:25:36 AM | Epoch 0 LR 0.05
07/10 02:25:37 AM | Train: [  1/600] Step 000/071 Loss: 0.997 Recall: 0.537 FA: 79 F1: 0.492537
07/10 02:25:37 AM | [54 79 57 66]
07/10 02:25:55 AM | Train: [  1/600] Step 050/071 Loss: 0.597 Recall: 0.874 FA: 15 F1: 0.880597
07/10 02:25:55 AM | [106  15  17 118]
07/10 02:26:02 AM | Train: [  1/600] Step 071/071 Loss: 0.540 Recall: 0.591 FA: 2 F1: 0.702703
07/10 02:26:02 AM | [25  2  9 13]
07/10 02:26:02 AM | Train: [  1/600] Final Recall 84.3696% FA 1604 F1: 83.6152%
07/10 02:26:02 AM | [7421 1604 1438 7762]
07/10 02:26:02 AM | Valid: [  1/600] Step 000/061 Loss: 1.776 Recall: 1.000 FA: 109 F1: 0.155039
07/10 02:26:02 AM | [137 109   0  10]
07/10 02:26:07 AM | Valid: [  1/600] Final Recall 96.6942% FA 2901 F1: 24.2928%
07/10 02:26:07 AM | [4295 2901   16  468]
07/10 02:26:07 AM | Valid: Time Spent: 4.945633s
07/10 02:26:07 AM | [0.24292758889177268]
07/10 02:26:10 AM | Model size = 1.395 MB
07/10 02:26:10 AM | Epoch 0 LR 0.05
07/10 02:26:12 AM | Train: [  1/600] Step 000/071 Loss: 0.941 Recall: 0.623 FA: 33 F1: 0.651376
07/10 02:26:12 AM | [109  33  43  71]
07/10 02:26:34 AM | Train: [  1/600] Step 050/071 Loss: 0.622 Recall: 0.850 FA: 12 F1: 0.875969
07/10 02:26:34 AM | [111  12  20 113]
07/10 02:26:42 AM | Train: [  1/600] Step 071/071 Loss: 0.561 Recall: 0.840 FA: 4 F1: 0.840000
07/10 02:26:42 AM | [20  4  4 21]
07/10 02:26:42 AM | Train: [  1/600] Final Recall 84.0793% FA 1535 F1: 83.6253%
07/10 02:26:42 AM | [7664 1535 1437 7589]
07/10 02:26:42 AM | Valid: [  1/600] Step 000/061 Loss: 0.275 Recall: 0.810 FA: 32 F1: 0.485714
07/10 02:26:42 AM | [203  32   4  17]
07/10 02:26:48 AM | Valid: [  1/600] Final Recall 74.7390% FA 963 F1: 39.7778%
07/10 02:26:48 AM | [5988  963  121  358]
07/10 02:26:48 AM | Valid: Time Spent: 5.977890s
07/10 02:26:48 AM | [0.3977777777777778]
07/10 02:26:49 AM | Model size = 1.283 MB
07/10 02:26:49 AM | Epoch 0 LR 0.05
07/10 02:26:51 AM | Train: [  1/600] Step 000/071 Loss: 1.310 Recall: 0.419 FA: 93 F1: 0.391304
07/10 02:26:51 AM | [34 93 75 54]
07/10 02:27:08 AM | Train: [  1/600] Step 050/071 Loss: 0.652 Recall: 0.930 FA: 20 F1: 0.892193
07/10 02:27:08 AM | [107  20   9 120]
07/10 02:27:15 AM | Train: [  1/600] Step 071/071 Loss: 0.594 Recall: 0.880 FA: 3 F1: 0.880000
07/10 02:27:15 AM | [21  3  3 22]
07/10 02:27:15 AM | Train: [  1/600] Final Recall 83.0271% FA 1800 F1: 81.9163%
07/10 02:27:15 AM | [7281 1800 1552 7592]
07/10 02:27:15 AM | Valid: [  1/600] Step 000/061 Loss: 1.356 Recall: 0.680 FA: 70 F1: 0.303571
07/10 02:27:15 AM | [161  70   8  17]
07/10 02:27:19 AM | Valid: [  1/600] Final Recall 74.7899% FA 2004 F1: 25.1058%
07/10 02:27:19 AM | [5200 2004  120  356]
07/10 02:27:19 AM | Valid: Time Spent: 3.821052s
07/10 02:27:19 AM | [0.2510578279266573]
07/10 02:27:21 AM | Model size = 1.579 MB
07/10 02:27:21 AM | Epoch 0 LR 0.05
07/10 02:27:22 AM | Train: [  1/600] Step 000/071 Loss: 1.066 Recall: 0.496 FA: 81 F1: 0.477509
07/10 02:27:22 AM | [36 81 70 69]
07/10 02:27:43 AM | Train: [  1/600] Step 050/071 Loss: 0.547 Recall: 0.817 FA: 12 F1: 0.856000
07/10 02:27:43 AM | [113  12  24 107]
07/10 02:27:51 AM | Train: [  1/600] Step 071/071 Loss: 0.503 Recall: 0.870 FA: 5 F1: 0.833333
07/10 02:27:51 AM | [21  5  3 20]
07/10 02:27:51 AM | Train: [  1/600] Final Recall 84.5489% FA 1506 F1: 84.0273%
07/10 02:27:51 AM | [7697 1506 1394 7628]
07/10 02:27:51 AM | Valid: [  1/600] Step 000/061 Loss: 0.614 Recall: 0.958 FA: 55 F1: 0.450980
07/10 02:27:51 AM | [177  55   1  23]
07/10 02:27:57 AM | Valid: [  1/600] Final Recall 86.5828% FA 1594 F1: 33.2528%
07/10 02:27:57 AM | [5359 1594   64  413]
07/10 02:27:57 AM | Valid: Time Spent: 5.530788s
07/10 02:27:57 AM | [0.3325281803542673]
07/10 02:27:59 AM | Model size = 1.403 MB
07/10 02:27:59 AM | Epoch 0 LR 0.05
07/10 02:28:00 AM | Train: [  1/600] Step 000/071 Loss: 1.013 Recall: 0.524 FA: 75 F1: 0.494382
07/10 02:28:00 AM | [55 75 60 66]
07/10 02:28:19 AM | Train: [  1/600] Step 050/071 Loss: 0.531 Recall: 0.910 FA: 8 F1: 0.923664
07/10 02:28:19 AM | [115   8  12 121]
07/10 02:28:27 AM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.952 FA: 3 F1: 0.909091
07/10 02:28:27 AM | [25  3  1 20]
07/10 02:28:28 AM | Train: [  1/600] Final Recall 84.9424% FA 1543 F1: 84.0166%
07/10 02:28:28 AM | [7743 1543 1346 7593]
07/10 02:28:28 AM | Valid: [  1/600] Step 000/061 Loss: 0.231 Recall: 0.409 FA: 11 F1: 0.428571
07/10 02:28:28 AM | [223  11  13   9]
07/10 02:28:32 AM | Valid: [  1/600] Final Recall 34.5382% FA 287 F1: 35.9457%
07/10 02:28:32 AM | [6895  287  326  172]
07/10 02:28:32 AM | Valid: Time Spent: 4.383011s
07/10 02:28:32 AM | [0.3594566353187043]
07/10 02:28:35 AM | Model size = 1.524 MB
07/10 02:28:35 AM | Epoch 0 LR 0.05
07/10 02:28:37 AM | Train: [  1/600] Step 000/071 Loss: 1.095 Recall: 0.424 FA: 40 F1: 0.495798
07/10 02:28:37 AM | [77 40 80 59]
07/10 02:29:01 AM | Train: [  1/600] Step 050/071 Loss: 0.546 Recall: 0.740 FA: 9 F1: 0.818565
07/10 02:29:01 AM | [116   9  34  97]
07/10 02:29:10 AM | Train: [  1/600] Step 071/071 Loss: 0.525 Recall: 0.950 FA: 12 F1: 0.745098
07/10 02:29:10 AM | [17 12  1 19]
07/10 02:29:10 AM | Train: [  1/600] Final Recall 84.3575% FA 1573 F1: 83.6929%
07/10 02:29:10 AM | [7523 1573 1428 7701]
07/10 02:29:10 AM | Valid: [  1/600] Step 000/061 Loss: 0.399 Recall: 0.300 FA: 39 F1: 0.184615
07/10 02:29:10 AM | [197  39  14   6]
07/10 02:29:15 AM | Valid: [  1/600] Final Recall 51.9916% FA 1039 F1: 28.1179%
07/10 02:29:15 AM | [5914 1039  229  248]
07/10 02:29:15 AM | Valid: Time Spent: 5.419104s
07/10 02:29:15 AM | [0.2811791383219954]
07/10 02:29:17 AM | Model size = 1.250 MB
07/10 02:29:17 AM | Epoch 0 LR 0.05
07/10 02:29:18 AM | Train: [  1/600] Step 000/071 Loss: 1.035 Recall: 0.569 FA: 72 F1: 0.528302
07/10 02:29:18 AM | [61 72 53 70]
07/10 02:29:34 AM | Train: [  1/600] Step 050/071 Loss: 0.683 Recall: 0.832 FA: 10 F1: 0.872000
07/10 02:29:34 AM | [115  10  22 109]
07/10 02:29:42 AM | Train: [  1/600] Step 071/071 Loss: 0.635 Recall: 0.750 FA: 3 F1: 0.800000
07/10 02:29:42 AM | [22  3  6 18]
07/10 02:29:42 AM | Train: [  1/600] Final Recall 82.8609% FA 1830 F1: 81.6499%
07/10 02:29:42 AM | [7293 1830 1560 7542]
07/10 02:29:42 AM | Valid: [  1/600] Step 000/061 Loss: 0.267 Recall: 0.000 FA: 0 F1: 0.000000
07/10 02:29:42 AM | [243   0  13   0]
07/10 02:29:46 AM | Valid: [  1/600] Final Recall 0.4115% FA 11 F1: 0.8016%
07/10 02:29:46 AM | [7183   11  484    2]
07/10 02:29:46 AM | Valid: Time Spent: 3.836336s
07/10 02:29:46 AM | [0.008016032064128258]
07/10 02:29:48 AM | Model size = 1.549 MB
07/10 02:29:48 AM | Epoch 0 LR 0.05
07/10 02:29:49 AM | Train: [  1/600] Step 000/071 Loss: 0.886 Recall: 0.634 FA: 28 F1: 0.685950
07/10 02:29:49 AM | [97 28 48 83]
07/10 02:30:10 AM | Train: [  1/600] Step 050/071 Loss: 0.508 Recall: 0.934 FA: 24 F1: 0.885017
07/10 02:30:10 AM | [ 96  24   9 127]
07/10 02:30:18 AM | Train: [  1/600] Step 071/071 Loss: 0.463 Recall: 0.800 FA: 2 F1: 0.857143
07/10 02:30:18 AM | [17  2  6 24]
07/10 02:30:18 AM | Train: [  1/600] Final Recall 86.4623% FA 1337 F1: 86.0119%
07/10 02:30:18 AM | [7721 1337 1241 7926]
07/10 02:30:19 AM | Valid: [  1/600] Step 000/061 Loss: 0.420 Recall: 1.000 FA: 53 F1: 0.329114
07/10 02:30:19 AM | [190  53   0  13]
07/10 02:30:24 AM | Valid: [  1/600] Final Recall 88.7295% FA 1215 F1: 40.5431%
07/10 02:30:24 AM | [5727 1215   55  433]
07/10 02:30:24 AM | Valid: Time Spent: 5.273788s
07/10 02:30:24 AM | [0.40543071161048694]
07/10 02:30:25 AM | Model size = 1.281 MB
07/10 02:30:25 AM | Epoch 0 LR 0.05
07/10 02:30:27 AM | Train: [  1/600] Step 000/071 Loss: 1.208 Recall: 0.398 FA: 95 F1: 0.372263
07/10 02:30:27 AM | [33 95 77 51]
07/10 02:30:45 AM | Train: [  1/600] Step 050/071 Loss: 0.573 Recall: 0.926 FA: 41 F1: 0.803213
07/10 02:30:45 AM | [107  41   8 100]
07/10 02:30:52 AM | Train: [  1/600] Step 071/071 Loss: 0.542 Recall: 1.000 FA: 7 F1: 0.829268
07/10 02:30:52 AM | [25  7  0 17]
07/10 02:30:52 AM | Train: [  1/600] Final Recall 84.1346% FA 1481 F1: 84.0015%
07/10 02:30:52 AM | [7592 1481 1452 7700]
07/10 02:30:53 AM | Valid: [  1/600] Step 000/061 Loss: 0.291 Recall: 0.778 FA: 20 F1: 0.388889
07/10 02:30:53 AM | [227  20   2   7]
07/10 02:30:57 AM | Valid: [  1/600] Final Recall 64.5963% FA 725 F1: 41.0526%
07/10 02:30:57 AM | [6472  725  171  312]
07/10 02:30:57 AM | Valid: Time Spent: 4.443490s
07/10 02:30:57 AM | [0.4105263157894737]
07/10 02:30:59 AM | Model size = 1.309 MB
07/10 02:30:59 AM | Epoch 0 LR 0.05
07/10 02:31:00 AM | Train: [  1/600] Step 000/071 Loss: 0.962 Recall: 0.593 FA: 53 F1: 0.586345
07/10 02:31:00 AM | [80 53 50 73]
07/10 02:31:17 AM | Train: [  1/600] Step 050/071 Loss: 0.552 Recall: 0.896 FA: 16 F1: 0.885375
07/10 02:31:17 AM | [115  16  13 112]
07/10 02:31:23 AM | Train: [  1/600] Step 071/071 Loss: 0.514 Recall: 0.864 FA: 0 F1: 0.926829
07/10 02:31:23 AM | [27  0  3 19]
07/10 02:31:23 AM | Train: [  1/600] Final Recall 84.9698% FA 1470 F1: 84.5063%
07/10 02:31:23 AM | [7640 1470 1370 7745]
07/10 02:31:24 AM | Valid: [  1/600] Step 000/061 Loss: 0.910 Recall: 0.706 FA: 28 F1: 0.421053
07/10 02:31:24 AM | [211  28   5  12]
07/10 02:31:28 AM | Valid: [  1/600] Final Recall 62.1849% FA 782 F1: 38.0952%
07/10 02:31:28 AM | [6172  782  180  296]
07/10 02:31:28 AM | Valid: Time Spent: 4.764797s
07/10 02:31:28 AM | [0.380952380952381]
07/10 02:31:30 AM | Model size = 1.524 MB
07/10 02:31:30 AM | Epoch 0 LR 0.05
07/10 02:31:31 AM | Train: [  1/600] Step 000/071 Loss: 1.060 Recall: 0.396 FA: 78 F1: 0.400000
07/10 02:31:31 AM | [44 78 81 53]
07/10 02:31:53 AM | Train: [  1/600] Step 050/071 Loss: 0.580 Recall: 0.942 FA: 25 F1: 0.886598
07/10 02:31:53 AM | [ 94  25   8 129]
07/10 02:32:02 AM | Train: [  1/600] Step 071/071 Loss: 0.523 Recall: 0.900 FA: 3 F1: 0.900000
07/10 02:32:02 AM | [16  3  3 27]
07/10 02:32:02 AM | Train: [  1/600] Final Recall 84.4067% FA 1540 F1: 83.9084%
07/10 02:32:02 AM | [7508 1540 1431 7746]
07/10 02:32:02 AM | Valid: [  1/600] Step 000/061 Loss: 0.416 Recall: 0.500 FA: 30 F1: 0.315789
07/10 02:32:02 AM | [208  30   9   9]
07/10 02:32:07 AM | Valid: [  1/600] Final Recall 66.8067% FA 692 F1: 42.7995%
07/10 02:32:07 AM | [6512  692  158  318]
07/10 02:32:07 AM | Valid: Time Spent: 4.717419s
07/10 02:32:07 AM | [0.42799461641991926]
07/10 02:32:09 AM | Model size = 1.273 MB
07/10 02:32:09 AM | Epoch 0 LR 0.05
07/10 02:32:10 AM | Train: [  1/600] Step 000/071 Loss: 0.960 Recall: 0.653 FA: 43 F1: 0.671329
07/10 02:32:10 AM | [66 43 51 96]
07/10 02:32:27 AM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.886 FA: 13 F1: 0.893130
07/10 02:32:27 AM | [111  13  15 117]
07/10 02:32:34 AM | Train: [  1/600] Step 071/071 Loss: 0.505 Recall: 1.000 FA: 3 F1: 0.933333
07/10 02:32:34 AM | [25  3  0 21]
07/10 02:32:34 AM | Train: [  1/600] Final Recall 85.3423% FA 1531 F1: 84.5170%
07/10 02:32:34 AM | [7477 1531 1351 7866]
07/10 02:32:34 AM | Valid: [  1/600] Step 000/061 Loss: 0.448 Recall: 0.842 FA: 44 F1: 0.405063
07/10 02:32:34 AM | [193  44   3  16]
07/10 02:32:39 AM | Valid: [  1/600] Final Recall 80.6000% FA 1120 F1: 39.8418%
07/10 02:32:39 AM | [5810 1120   97  403]
07/10 02:32:39 AM | Valid: Time Spent: 4.453694s
07/10 02:32:39 AM | [0.3984181908057341]
07/10 02:32:40 AM | Model size = 1.632 MB
07/10 02:32:40 AM | Epoch 0 LR 0.05
07/10 02:32:42 AM | Train: [  1/600] Step 000/071 Loss: 1.040 Recall: 0.326 FA: 89 F1: 0.323077
07/10 02:32:42 AM | [38 89 87 42]
07/10 02:33:06 AM | Train: [  1/600] Step 050/071 Loss: 0.541 Recall: 0.868 FA: 15 F1: 0.877323
07/10 02:33:06 AM | [105  15  18 118]
07/10 02:33:16 AM | Train: [  1/600] Step 071/071 Loss: 0.508 Recall: 0.895 FA: 7 F1: 0.790698
07/10 02:33:16 AM | [23  7  2 17]
07/10 02:33:16 AM | Train: [  1/600] Final Recall 85.3344% FA 1644 F1: 83.9380%
07/10 02:33:16 AM | [7444 1644 1340 7797]
07/10 02:33:16 AM | Valid: [  1/600] Step 000/061 Loss: 0.856 Recall: 1.000 FA: 84 F1: 0.353846
07/10 02:33:16 AM | [149  84   0  23]
07/10 02:33:21 AM | Valid: [  1/600] Final Recall 96.9432% FA 2756 F1: 24.2756%
07/10 02:33:21 AM | [4466 2756   14  444]
07/10 02:33:21 AM | Valid: Time Spent: 5.007521s
07/10 02:33:21 AM | [0.24275560415527617]
07/10 02:33:23 AM | Model size = 1.479 MB
07/10 02:33:23 AM | Epoch 0 LR 0.05
07/10 02:33:24 AM | Train: [  1/600] Step 000/071 Loss: 0.932 Recall: 0.565 FA: 53 F1: 0.573643
07/10 02:33:24 AM | [72 53 57 74]
07/10 02:33:47 AM | Train: [  1/600] Step 050/071 Loss: 0.541 Recall: 0.869 FA: 8 F1: 0.901515
07/10 02:33:47 AM | [111   8  18 119]
07/10 02:33:57 AM | Train: [  1/600] Step 071/071 Loss: 0.501 Recall: 0.964 FA: 4 F1: 0.915254
07/10 02:33:57 AM | [17  4  1 27]
07/10 02:33:57 AM | Train: [  1/600] Final Recall 86.0161% FA 1589 F1: 84.6109%
07/10 02:33:57 AM | [7454 1589 1284 7898]
07/10 02:33:57 AM | Valid: [  1/600] Step 000/061 Loss: 0.375 Recall: 0.762 FA: 31 F1: 0.470588
07/10 02:33:57 AM | [204  31   5  16]
07/10 02:34:02 AM | Valid: [  1/600] Final Recall 76.4706% FA 953 F1: 43.4919%
07/10 02:34:02 AM | [5933  953  128  416]
07/10 02:34:02 AM | Valid: Time Spent: 5.557443s
07/10 02:34:02 AM | [0.4349189754312598]
07/10 02:34:06 AM | Model size = 1.540 MB
07/10 02:34:06 AM | Epoch 0 LR 0.05
07/10 02:34:07 AM | Train: [  1/600] Step 000/071 Loss: 0.909 Recall: 0.702 FA: 35 F1: 0.720000
07/10 02:34:07 AM | [80 35 42 99]
07/10 02:34:30 AM | Train: [  1/600] Step 050/071 Loss: 0.576 Recall: 0.922 FA: 13 F1: 0.911197
